loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,mort_acc,pub_rec_bankruptcies,fico_range_high,loan_status
LC105412,29722,36,15.89,470.94,A,B3,Technician,7 years,MORTGAGE,78707,Not Verified,2022-12-31,debt_consolidation,PA,16.66,0,660,0,28.0,27,0,11222,69.6,59,24574.26,25537.9,1436.37,1658.99,1,0,664,Fully Paid
LC105413,3014,36,19.33,40.43,D,C2,Manager,4 years,RENT,72615,Not Verified,2023-06-30,credit_card,OH,12.01,0,825,0,,30,0,12749,28.4,68,37100.05,35293.31,3022.24,1363.43,0,0,829,Fully Paid
LC105414,2922,36,11.62,609.01,A,F3,Engineer,< 1 year,MORTGAGE,76102,Not Verified,2022-11-30,debt_consolidation,MI,38.8,0,805,5,,28,0,17579,72.4,10,26017.39,24254.68,13873.11,1554.4,3,0,809,Fully Paid
LC105415,16065,36,23.15,579.26,B,E5,Sales,2 years,RENT,53442,Verified,2022-08-31,credit_card,IL,25.85,0,800,0,,15,0,2636,73.2,65,43264.59,15885.0,10333.79,304.65,2,1,804,Fully Paid
LC105416,14785,60,7.76,609.24,A,D1,Driver,8 years,MORTGAGE,264918,Not Verified,2018-12-31,credit_card,NY,30.09,0,710,3,,8,0,5335,90.6,11,9295.34,23978.08,10800.84,1955.21,1,0,714,Fully Paid
LC105417,13309,60,18.39,868.43,B,E1,Nurse,6 years,MORTGAGE,34136,Verified,2022-10-31,credit_card,NC,18.81,0,680,0,,26,0,13768,59.6,66,4246.92,18385.56,14327.14,1320.04,1,0,684,Fully Paid
LC105418,20149,60,19.84,440.87,D,C3,Teacher,4 years,MORTGAGE,55266,Source Verified,2020-06-30,major_purchase,CA,9.51,0,730,1,,5,1,6715,40.3,74,42439.86,1898.94,7255.99,953.22,1,0,734,Fully Paid
LC105419,13508,36,10.26,399.06,D,B5,Manager,10+ years,MORTGAGE,93972,Not Verified,2018-07-31,credit_card,GA,8.65,0,710,0,3.0,4,0,11789,41.6,51,41130.24,32720.24,13683.66,1377.86,0,0,714,Fully Paid
LC105420,8498,36,24.5,711.96,A,E1,Technician,< 1 year,MORTGAGE,53122,Not Verified,2018-01-31,small_business,CA,8.8,0,695,0,73.0,23,0,41591,44.5,5,20731.86,34977.76,232.0,659.84,2,0,699,Fully Paid
LC105421,13069,60,19.65,841.48,D,A4,Manager,n/a,MORTGAGE,85349,Not Verified,2021-02-28,home_improvement,NY,11.52,1,750,0,55.0,3,0,4481,95.3,63,15659.22,1433.4,9266.23,1494.31,1,0,754,Fully Paid
LC105422,39021,36,20.35,807.24,C,G3,Analyst,3 years,OWN,156553,Not Verified,2021-08-31,debt_consolidation,PA,43.18,0,820,1,72.0,23,0,67338,100.0,69,45711.91,25916.15,5305.99,1496.75,2,0,824,Fully Paid
LC105423,17033,36,16.95,1237.85,A,C2,Driver,7 years,OWN,38386,Source Verified,2023-01-31,debt_consolidation,AZ,36.58,1,700,2,55.0,19,0,7361,50.3,36,49821.55,28388.23,2199.91,1965.8,0,0,704,Fully Paid
LC105424,18343,60,26.42,1083.73,B,C5,Engineer,< 1 year,RENT,68796,Source Verified,2023-01-31,credit_card,FL,1.9,5,745,2,70.0,33,0,8955,92.9,26,19551.12,24565.27,70.17,312.46,0,0,749,Charged Off
LC105425,23485,36,21.46,101.5,D,B1,Nurse,7 years,RENT,22443,Not Verified,2020-06-30,other,IL,37.71,0,845,0,,27,0,9871,89.2,54,16170.74,5631.6,314.74,297.55,1,0,849,Charged Off
LC105426,39350,36,14.28,801.96,D,B1,Other,5 years,RENT,125789,Verified,2018-07-31,debt_consolidation,VA,41.36,2,685,2,,4,0,17369,14.3,13,41910.98,7341.31,2883.73,345.19,1,0,689,Charged Off
LC105427,10422,36,10.99,602.41,B,D2,Engineer,10+ years,MORTGAGE,46071,Source Verified,2022-09-30,debt_consolidation,OH,12.84,0,760,2,64.0,25,0,5412,80.5,21,18139.79,15599.15,5393.93,321.42,8,0,764,Fully Paid
LC105428,27570,36,7.13,524.64,A,B1,Analyst,10+ years,MORTGAGE,126975,Verified,2021-01-31,credit_card,CA,27.59,0,695,1,76.0,14,0,2801,26.3,51,8852.2,14484.59,8551.48,1711.16,2,0,699,Fully Paid
LC105429,28923,36,9.3,1342.32,B,B4,Nurse,9 years,RENT,103062,Source Verified,2023-03-31,other,TX,31.71,0,715,2,,33,0,4092,76.2,22,4610.72,25784.2,2207.96,71.04,4,0,719,Fully Paid
LC105430,24685,60,28.33,655.81,D,B4,Director,1 year,RENT,75985,Verified,2021-11-30,credit_card,FL,3.99,0,715,0,24.0,14,0,16781,17.2,55,3206.5,20880.03,7324.09,1225.7,1,0,719,Fully Paid
LC105431,4454,36,14.86,1015.63,F,C5,Manager,6 years,OWN,13335,Not Verified,2018-11-30,small_business,OH,9.82,0,715,3,,14,1,13466,84.7,5,38238.06,34301.58,11380.63,1236.03,0,0,719,Fully Paid
LC105432,27398,36,26.17,1354.91,C,C4,Technician,1 year,RENT,43989,Not Verified,2022-07-31,credit_card,MI,15.36,1,830,2,,21,0,20120,30.2,38,19396.92,34127.98,11320.42,718.96,4,0,834,Fully Paid
LC105433,3499,60,9.42,236.87,A,C5,Director,< 1 year,MORTGAGE,41723,Verified,2019-07-31,credit_card,MA,27.22,0,660,0,,10,1,6239,81.0,14,39247.05,12330.91,9090.62,1353.03,3,0,664,Fully Paid
LC105434,24249,36,15.28,104.82,C,A5,Analyst,10+ years,MORTGAGE,29232,Not Verified,2019-01-31,debt_consolidation,MA,14.09,0,745,1,,25,0,81420,49.9,40,39637.87,29781.43,9831.22,1264.19,3,0,749,Charged Off
LC105435,29843,36,27.59,459.66,G,C3,Director,6 years,RENT,242976,Not Verified,2023-12-31,home_improvement,NJ,19.6,0,725,0,,22,0,13778,58.8,7,45948.9,33874.57,3477.59,739.81,7,0,729,Fully Paid
LC105436,9227,36,7.6,90.89,F,B1,Nurse,7 years,MORTGAGE,98110,Source Verified,2023-08-31,other,VA,3.56,0,780,0,41.0,13,0,19523,98.1,75,25848.15,12004.3,13516.92,326.94,3,0,784,Charged Off
LC105437,33823,60,19.16,189.97,G,B1,Analyst,10+ years,RENT,72318,Verified,2022-02-28,credit_card,MA,12.62,0,775,0,56.0,11,0,2569,76.6,67,2391.55,38223.87,6968.63,613.23,3,0,779,Fully Paid
LC105438,2183,36,26.64,1388.64,D,C4,Driver,6 years,RENT,91734,Not Verified,2022-10-31,home_improvement,NY,43.36,0,810,0,49.0,12,0,1686,37.5,40,29331.14,32528.01,927.36,392.22,4,0,814,Fully Paid
LC105439,33908,36,27.34,1345.45,C,D1,Analyst,8 years,MORTGAGE,82237,Source Verified,2022-06-30,moving,NC,39.93,0,785,0,,26,0,11694,69.7,48,27574.81,10468.13,7900.03,1983.55,0,0,789,Charged Off
LC105440,18952,36,24.96,977.07,E,C5,Driver,6 years,RENT,70560,Verified,2018-03-31,credit_card,TX,33.68,4,720,0,,11,0,7946,64.7,13,32167.76,25116.31,8513.82,919.35,1,0,724,Fully Paid
LC105441,9485,36,25.19,1061.59,E,C5,Engineer,6 years,RENT,105906,Verified,2022-01-31,credit_card,MA,5.59,1,730,2,60.0,14,0,27595,67.0,13,36724.73,9699.21,13855.53,1525.32,0,0,734,Fully Paid
LC105442,6217,36,20.5,222.47,B,C2,Other,3 years,MORTGAGE,36612,Not Verified,2020-07-31,debt_consolidation,MI,39.66,0,770,1,,20,0,2365,54.2,31,18176.34,18222.29,4801.95,1054.15,1,0,774,Fully Paid
LC105443,38178,36,10.57,845.47,D,B1,Other,1 year,RENT,63221,Verified,2020-02-29,debt_consolidation,GA,4.31,0,815,0,,21,0,8462,51.8,12,30981.45,9491.58,4205.94,924.7,1,0,819,Fully Paid
LC105444,3833,36,22.31,241.55,E,B1,Driver,8 years,MORTGAGE,108684,Not Verified,2023-05-31,debt_consolidation,GA,12.04,0,670,0,17.0,11,0,5318,57.8,32,14404.88,9013.63,8362.02,1358.67,3,0,674,Charged Off
LC105445,8764,36,28.0,548.39,E,A4,Teacher,3 years,MORTGAGE,115091,Not Verified,2023-02-28,credit_card,GA,8.74,0,815,1,,13,0,15861,57.7,19,18277.86,14640.33,2422.65,217.03,0,0,819,Charged Off
LC105446,14565,36,17.6,503.12,D,G4,Driver,8 years,RENT,29225,Not Verified,2018-01-31,medical,FL,7.96,0,780,2,43.0,26,0,1567,65.4,73,32729.86,9586.86,8681.25,1648.44,3,0,784,Fully Paid
LC105447,25189,36,11.5,871.13,C,B3,Driver,1 year,MORTGAGE,27145,Not Verified,2023-10-31,credit_card,OH,31.02,0,750,2,,22,0,14252,28.6,9,7877.17,3033.4,10771.79,1817.22,3,0,754,Fully Paid
LC105448,22247,36,18.69,139.18,D,D4,Sales,3 years,RENT,112446,Not Verified,2021-12-31,car,PA,5.81,3,700,0,,3,0,7673,21.2,59,4582.97,20283.85,11379.13,259.34,0,0,704,Fully Paid
LC105449,5900,60,21.38,171.74,C,D5,Director,4 years,MORTGAGE,104436,Verified,2023-10-31,moving,NJ,39.26,0,750,1,,27,1,18864,36.5,56,17815.71,33954.31,14784.16,1318.93,0,0,754,Fully Paid
LC105450,12299,60,10.29,865.61,B,D5,Director,5 years,OWN,26574,Not Verified,2020-04-30,vacation,GA,18.69,0,745,0,62.0,4,0,2167,75.6,35,17386.22,9069.45,1971.43,1675.4,3,0,749,Fully Paid
LC105451,10311,60,22.04,901.48,B,C1,Engineer,6 years,MORTGAGE,84204,Not Verified,2019-04-30,credit_card,VA,1.95,0,700,0,,5,0,15059,63.1,46,42316.65,29253.84,13585.79,586.48,3,0,704,Fully Paid
LC105452,9328,36,19.01,495.64,C,C2,Sales,5 years,OTHER,78794,Verified,2022-05-31,home_improvement,NC,38.02,0,805,0,48.0,25,0,4682,48.1,11,10004.0,25338.02,590.89,1805.44,0,0,809,Charged Off
LC105453,17034,36,19.58,231.21,C,B1,Director,3 years,MORTGAGE,53453,Not Verified,2020-02-29,debt_consolidation,CA,31.53,0,745,0,,30,0,24780,73.7,75,12538.06,35251.0,3837.75,91.69,0,0,749,Fully Paid
LC105454,28457,36,12.54,1243.93,C,A2,Other,5 years,MORTGAGE,35215,Source Verified,2021-01-31,home_improvement,AZ,35.51,0,830,3,42.0,4,0,139946,100.0,11,32011.12,22791.54,504.53,1383.64,3,0,834,Fully Paid
LC105455,9480,36,9.07,102.54,B,B4,Engineer,2 years,RENT,42437,Not Verified,2023-02-28,debt_consolidation,AZ,21.23,0,705,0,,13,0,33202,47.9,27,5093.65,30708.67,14003.62,1879.63,1,0,709,Fully Paid
LC105456,15300,36,19.84,1012.8,C,D3,Driver,< 1 year,MORTGAGE,22628,Source Verified,2022-10-31,home_improvement,IL,36.84,0,680,0,,17,1,4748,40.9,20,16308.12,17284.62,3356.32,397.83,1,0,684,Fully Paid
LC105457,16245,36,18.98,221.86,C,C3,Engineer,7 years,RENT,18918,Verified,2022-10-31,debt_consolidation,MI,1.74,0,815,0,,3,0,3570,49.3,26,33944.2,36432.53,9582.96,1860.81,1,0,819,Fully Paid
LC105458,39081,36,13.27,903.2,D,D3,Other,3 years,RENT,71356,Not Verified,2021-05-31,credit_card,MA,27.78,0,680,1,,34,0,32589,14.5,66,27192.91,19731.14,8388.21,141.11,1,0,684,Fully Paid
LC105459,38231,36,12.31,939.21,C,E4,Engineer,8 years,RENT,111411,Verified,2018-06-30,debt_consolidation,PA,2.08,0,700,0,,8,0,5531,86.6,67,40359.45,3762.96,14189.65,624.6,5,0,704,Fully Paid
LC105460,32205,36,13.49,1131.84,D,C2,Teacher,< 1 year,MORTGAGE,55317,Verified,2020-08-31,credit_card,VA,10.74,0,680,0,,19,0,4897,73.2,79,17845.16,36885.93,11678.5,1365.74,1,0,684,Charged Off
LC105461,10424,36,16.77,571.18,B,B1,Driver,< 1 year,MORTGAGE,47096,Verified,2021-05-31,home_improvement,NJ,30.66,0,800,0,,34,0,2320,23.1,17,12514.61,18418.87,2065.62,1483.28,0,0,804,Fully Paid
LC105462,3653,36,27.92,59.86,B,E3,Sales,6 years,MORTGAGE,31246,Not Verified,2023-06-30,debt_consolidation,CA,17.38,0,675,2,76.0,2,0,1526,58.7,13,29532.45,21393.37,14257.4,1183.04,0,0,679,Charged Off
LC105463,13359,36,23.06,1141.14,B,B1,Driver,2 years,RENT,85313,Source Verified,2020-07-31,debt_consolidation,NC,33.51,0,660,1,,11,0,51419,57.1,6,13121.26,5208.52,4936.01,0.7,0,1,664,Charged Off
LC105464,11404,60,25.09,638.37,E,A3,Director,n/a,MORTGAGE,16056,Source Verified,2023-09-30,debt_consolidation,OTHER,7.67,1,755,1,8.0,5,0,9492,11.4,35,35223.87,32784.78,6298.48,192.92,0,0,759,Charged Off
LC105465,20731,36,17.13,1190.51,C,A2,Analyst,10+ years,RENT,96269,Not Verified,2022-06-30,debt_consolidation,AZ,29.22,0,800,0,34.0,29,0,8749,78.2,18,21883.42,37723.2,9180.64,704.99,1,0,804,Fully Paid
LC105466,31331,36,17.6,1093.1,C,C4,Driver,9 years,MORTGAGE,89364,Not Verified,2019-10-31,debt_consolidation,NJ,20.36,1,770,1,80.0,34,0,10074,73.7,43,35263.13,36940.63,1027.36,1053.0,0,0,774,Fully Paid
LC105467,34474,60,10.2,712.68,D,E2,Director,n/a,OWN,52550,Not Verified,2021-10-31,moving,GA,6.52,0,840,3,71.0,19,0,3176,76.3,73,19630.05,32471.39,311.38,426.58,1,0,844,Fully Paid
LC105468,33949,36,22.08,1399.18,B,C2,Nurse,5 years,MORTGAGE,90997,Not Verified,2019-11-30,other,AZ,30.3,0,670,0,,4,1,5339,11.6,50,40753.12,23472.84,7669.95,242.29,3,0,674,Fully Paid
LC105469,15027,36,15.2,663.04,A,C5,Nurse,n/a,MORTGAGE,55474,Verified,2020-11-30,debt_consolidation,NJ,33.2,0,805,2,,26,0,75577,12.8,24,7699.01,6095.32,1229.36,219.72,1,0,809,Fully Paid
LC105470,27802,36,22.58,984.21,B,C3,Sales,10+ years,MORTGAGE,108365,Not Verified,2022-09-30,major_purchase,FL,43.17,0,690,1,28.0,16,0,8278,97.8,43,10074.02,14291.04,591.56,363.51,3,0,694,Fully Paid
LC105471,13200,36,14.91,947.63,B,D2,Driver,3 years,MORTGAGE,331058,Not Verified,2018-06-30,major_purchase,TX,43.79,0,845,2,,21,0,820,79.2,37,34181.64,21307.88,10861.25,502.03,2,0,849,Fully Paid
LC105472,3375,36,8.0,739.75,B,D5,Sales,2 years,RENT,110697,Source Verified,2022-01-31,home_improvement,OTHER,29.58,2,835,1,,26,0,942,52.7,31,49017.32,38883.53,14707.22,1548.11,0,0,839,Fully Paid
LC105473,28361,36,9.48,831.93,F,B1,Engineer,7 years,OTHER,49674,Verified,2022-04-30,credit_card,PA,24.08,0,680,2,1.0,4,0,3738,54.8,14,24633.73,7977.41,1195.73,410.09,2,0,684,Fully Paid
LC105474,1383,36,24.17,1124.09,C,B2,Manager,5 years,RENT,45099,Verified,2020-08-31,credit_card,MI,29.9,0,665,2,,17,0,15313,28.0,7,17360.78,2781.1,13424.6,1221.92,0,0,669,Fully Paid
LC105475,16958,60,11.45,813.11,C,A4,Analyst,< 1 year,RENT,65076,Verified,2021-07-31,debt_consolidation,PA,20.27,1,695,2,,5,0,30165,76.1,12,42475.73,33770.99,6437.73,63.3,1,0,699,Fully Paid
LC105476,13845,36,11.58,646.7,C,C5,Engineer,5 years,MORTGAGE,51044,Source Verified,2019-02-28,debt_consolidation,WA,18.16,1,745,5,22.0,26,0,16616,11.0,69,36000.28,10503.79,12058.76,583.57,0,0,749,Charged Off
LC105477,28041,36,26.88,937.05,B,D4,Teacher,1 year,OWN,127730,Not Verified,2018-02-28,debt_consolidation,OH,4.29,1,810,0,,13,0,9905,25.8,9,974.2,3194.23,11628.22,1098.69,3,0,814,Fully Paid
LC105478,30883,36,20.63,78.65,F,C5,Teacher,8 years,RENT,43905,Not Verified,2020-04-30,debt_consolidation,AZ,39.94,0,835,2,69.0,6,1,16466,95.3,75,17436.82,19073.87,14344.36,1298.78,3,2,839,Charged Off
LC105479,12859,36,8.13,179.6,F,B3,Technician,< 1 year,RENT,170950,Verified,2023-09-30,car,GA,35.88,0,810,1,,34,2,11751,36.7,69,5771.11,28276.97,210.18,702.32,1,0,814,Fully Paid
LC105480,32653,60,8.8,201.83,D,B1,Nurse,6 years,RENT,83539,Source Verified,2020-10-31,credit_card,FL,43.08,0,835,2,,21,0,1906,91.9,69,902.44,20538.13,12016.8,1258.48,1,0,839,Fully Paid
LC105481,12462,36,11.76,613.3,B,C4,Sales,2 years,OWN,65330,Verified,2022-07-31,major_purchase,NJ,31.64,0,725,0,34.0,34,0,38245,40.0,54,28970.73,7989.43,6931.15,1166.49,0,0,729,Fully Paid
LC105482,18406,60,19.16,1224.33,E,B2,Director,4 years,RENT,37313,Not Verified,2022-02-28,credit_card,AZ,11.12,0,820,0,66.0,14,0,2257,23.2,45,31902.24,34380.38,6197.62,628.48,2,0,824,Fully Paid
LC105483,29353,36,22.81,911.31,A,C1,Sales,10+ years,RENT,62541,Not Verified,2023-10-31,debt_consolidation,IL,28.03,1,665,0,,24,0,4352,62.6,56,34177.66,15893.71,9270.85,641.87,4,0,669,Fully Paid
LC105484,28023,60,11.81,1362.49,C,E1,Sales,n/a,MORTGAGE,38480,Not Verified,2023-07-31,small_business,TX,15.71,0,785,5,,16,0,48825,85.2,37,2689.57,25355.9,9885.58,1930.99,0,0,789,Charged Off
LC105485,39507,36,25.52,84.72,C,B2,Other,2 years,MORTGAGE,124382,Not Verified,2023-06-30,home_improvement,MI,24.86,0,775,3,11.0,33,0,4319,68.3,6,41668.08,24823.4,8896.41,826.72,0,0,779,Fully Paid
LC105486,9781,36,8.01,1019.15,A,A4,Engineer,1 year,RENT,35136,Not Verified,2023-03-31,home_improvement,GA,34.77,0,740,3,,17,0,1655,40.1,11,12176.16,17015.74,6409.56,81.77,3,0,744,Fully Paid
LC105487,26830,60,10.27,460.46,E,E4,Director,3 years,RENT,78805,Not Verified,2023-02-28,debt_consolidation,PA,43.8,0,840,1,,3,0,6630,66.4,35,23784.18,4076.34,8656.84,405.73,5,0,844,Fully Paid
LC105488,24777,60,27.82,61.9,F,B3,Manager,n/a,MORTGAGE,18776,Verified,2020-06-30,credit_card,OTHER,6.84,0,730,0,25.0,34,0,3987,62.5,20,16737.3,28389.46,13432.42,590.85,1,0,734,Charged Off
LC105489,36688,36,8.6,1161.52,E,G5,Analyst,7 years,MORTGAGE,99659,Not Verified,2018-09-30,moving,PA,16.61,0,760,1,,13,0,1547,100.0,50,39807.19,15999.56,4955.45,1299.52,1,0,764,Charged Off
LC105490,7098,60,25.93,252.89,B,E1,Technician,6 years,OWN,30378,Source Verified,2023-11-30,credit_card,NY,42.17,3,765,0,64.0,18,1,14813,18.6,15,4718.85,3536.15,7263.62,852.95,1,0,769,Charged Off
LC105491,30320,36,21.69,323.28,B,C1,Technician,7 years,MORTGAGE,28074,Verified,2021-07-31,credit_card,OTHER,7.21,0,715,0,,23,0,1805,54.2,37,18909.9,472.46,4847.53,1662.8,2,0,719,Fully Paid
LC105492,23162,36,7.18,496.44,F,C3,Other,1 year,MORTGAGE,97473,Source Verified,2021-05-31,debt_consolidation,FL,3.22,0,790,0,,12,0,19730,36.5,59,48126.19,36404.98,9046.04,950.79,3,0,794,Fully Paid
LC105493,11711,36,16.63,1110.05,A,B5,Teacher,8 years,OWN,99964,Source Verified,2022-12-31,debt_consolidation,NC,16.71,0,685,1,,14,1,2191,31.2,49,20601.4,23379.59,11211.92,1315.02,0,0,689,Fully Paid
LC105494,19502,60,17.44,885.69,C,A5,Manager,3 years,MORTGAGE,33351,Source Verified,2023-10-31,other,NY,39.48,0,800,3,,20,2,16033,36.2,7,8768.6,11178.11,13368.33,816.76,3,0,804,Charged Off
LC105495,14017,60,26.94,392.86,C,C5,Director,3 years,RENT,42791,Not Verified,2020-05-31,debt_consolidation,PA,18.72,0,790,1,29.0,20,0,44933,100.0,19,2071.12,19174.29,4960.94,1687.04,1,0,794,Fully Paid
LC105496,23593,36,15.19,260.83,B,C2,Teacher,7 years,MORTGAGE,54768,Not Verified,2021-07-31,car,NJ,26.11,0,830,0,,21,0,8376,41.3,47,47430.7,6397.18,8127.51,230.75,2,0,834,Fully Paid
LC105497,35671,36,15.78,180.08,E,F3,Director,8 years,OWN,27419,Verified,2022-12-31,moving,GA,9.68,0,705,0,62.0,17,0,4330,92.2,19,32763.63,11308.11,14502.9,804.33,0,0,709,Fully Paid
LC105498,23202,36,8.09,235.25,B,C2,Other,1 year,RENT,24181,Not Verified,2018-09-30,other,IL,1.05,0,830,1,9.0,18,0,33139,60.2,69,12925.31,13886.35,4360.36,1445.55,8,0,834,Fully Paid
LC105499,25637,36,20.2,1219.36,C,D5,Analyst,3 years,MORTGAGE,132985,Not Verified,2022-12-31,credit_card,AZ,4.39,0,710,1,29.0,2,0,3171,23.2,21,24678.02,9755.61,14913.19,1545.49,2,0,714,Fully Paid
LC105500,21231,36,10.35,1294.08,B,B2,Director,< 1 year,MORTGAGE,57868,Source Verified,2022-09-30,debt_consolidation,OTHER,24.3,0,670,0,,15,0,876,33.9,42,25907.48,19192.18,10953.64,385.26,1,0,674,Fully Paid
LC105501,2995,36,7.28,1356.1,C,D1,Driver,9 years,MORTGAGE,41158,Verified,2021-07-31,credit_card,AZ,23.41,4,775,0,,30,0,17484,24.6,13,30992.99,33318.81,3053.96,1942.02,1,0,779,Fully Paid
LC105502,10081,36,28.43,1173.58,B,A2,Nurse,9 years,MORTGAGE,101023,Not Verified,2022-02-28,credit_card,NC,7.44,0,715,0,,23,0,117013,100.0,37,24362.09,37023.82,3364.58,326.31,3,0,719,Fully Paid
LC105503,20188,36,11.7,1245.72,C,C2,Technician,4 years,OWN,180985,Not Verified,2023-06-30,car,MI,10.06,0,830,0,23.0,34,3,22749,31.8,42,36662.44,38061.51,763.41,623.27,5,0,834,Fully Paid
LC105504,13099,36,8.74,1148.06,G,D4,Engineer,n/a,MORTGAGE,62348,Not Verified,2021-05-31,debt_consolidation,NJ,16.39,5,770,0,80.0,10,2,11185,20.7,52,7170.28,32768.17,4800.75,909.63,1,0,774,Charged Off
LC105505,8088,36,21.59,1342.54,D,C3,Teacher,3 years,RENT,18249,Not Verified,2019-12-31,credit_card,IL,17.89,0,845,2,,5,0,28448,64.6,30,4265.62,29086.81,12613.59,728.06,0,0,849,Fully Paid
LC105506,20661,36,24.4,1188.54,D,B5,Engineer,< 1 year,OWN,50453,Verified,2020-02-29,other,TX,35.26,0,705,0,61.0,13,0,7152,74.1,6,4581.38,15112.22,11622.32,391.88,0,0,709,Charged Off
LC105507,13589,36,6.97,662.94,D,C3,Engineer,8 years,RENT,33678,Not Verified,2021-03-31,other,NY,26.81,0,735,2,,25,1,1989,51.2,20,28119.26,16943.95,7090.8,1265.67,1,0,739,Charged Off
LC105508,11066,36,7.92,472.86,D,E1,Nurse,7 years,MORTGAGE,77218,Not Verified,2021-12-31,credit_card,OTHER,12.3,0,685,0,,3,0,832,0.0,74,31327.9,17632.58,4789.69,1503.31,1,2,689,Fully Paid
LC105509,19095,36,7.57,830.37,C,D5,Sales,< 1 year,OWN,46997,Not Verified,2020-07-31,credit_card,GA,33.28,2,675,0,,32,1,34050,31.9,79,20832.57,34536.3,7034.37,165.98,0,0,679,Fully Paid
LC105510,6198,36,6.58,863.21,C,C1,Nurse,10+ years,OWN,44437,Not Verified,2023-11-30,debt_consolidation,IL,30.5,0,670,0,,32,0,22298,18.0,5,3645.69,26735.65,7125.17,1796.2,1,0,674,Fully Paid
LC105511,37182,36,20.67,817.63,E,D2,Analyst,2 years,MORTGAGE,13946,Verified,2018-11-30,other,FL,28.35,0,775,0,44.0,30,0,35157,92.2,32,24059.58,1920.21,10293.53,316.24,1,0,779,Charged Off
LC105512,34840,60,19.03,998.22,D,D4,Director,4 years,MORTGAGE,97180,Verified,2018-05-31,debt_consolidation,GA,31.42,0,690,1,,10,0,9144,69.2,56,4676.75,26954.88,1069.57,1170.26,2,1,694,Fully Paid
LC105513,28597,36,20.74,987.6,B,B5,Analyst,10+ years,MORTGAGE,33166,Not Verified,2019-04-30,debt_consolidation,MA,19.85,0,740,1,63.0,28,0,1263,61.4,4,47448.56,3465.59,4506.93,127.09,7,0,744,Fully Paid
LC105514,5142,36,17.13,149.46,D,E1,Nurse,n/a,MORTGAGE,31820,Verified,2022-05-31,credit_card,MI,42.29,1,665,1,19.0,17,0,3308,56.3,26,17238.56,3602.66,3493.29,626.23,0,0,669,Fully Paid
LC105515,31259,36,24.3,421.17,A,D2,Manager,6 years,MORTGAGE,84585,Verified,2023-04-30,home_improvement,TX,32.2,0,740,0,16.0,31,1,5117,73.9,53,41318.89,728.99,12460.86,1476.53,5,0,744,Fully Paid
LC105516,32510,36,18.07,1249.11,E,C5,Driver,4 years,MORTGAGE,78140,Not Verified,2022-04-30,home_improvement,WA,13.61,2,675,1,31.0,14,0,1538,71.7,45,48062.34,17648.46,1452.35,617.76,0,0,679,Fully Paid
LC105517,30942,60,26.63,838.35,D,C5,Teacher,7 years,MORTGAGE,59118,Not Verified,2022-09-30,car,IL,1.06,3,710,2,56.0,14,0,16097,34.0,39,41681.75,27064.44,667.29,291.46,0,0,714,Fully Paid
LC105518,5444,60,16.67,480.08,D,F3,Analyst,1 year,RENT,56233,Verified,2023-06-30,major_purchase,WA,13.85,2,805,1,46.0,25,0,4536,50.3,36,723.46,29870.8,12897.49,1743.64,0,0,809,Fully Paid
LC105519,26112,36,23.69,1195.13,A,D5,Nurse,6 years,MORTGAGE,123445,Verified,2018-04-30,debt_consolidation,OTHER,21.01,0,755,2,34.0,25,2,8730,2.4,47,20346.62,24572.56,9749.99,1210.14,2,0,759,Fully Paid
LC105520,33538,36,14.87,371.19,F,G1,Other,4 years,MORTGAGE,39439,Verified,2020-07-31,vacation,VA,13.24,0,765,1,30.0,10,0,20903,100.0,32,2886.31,1490.99,10310.53,1888.88,1,0,769,Charged Off
LC105521,23516,60,15.51,590.6,C,C4,Driver,8 years,RENT,184023,Not Verified,2019-10-31,debt_consolidation,NY,2.3,0,790,0,46.0,33,0,5018,54.0,37,41770.87,2454.13,5073.33,1059.02,2,0,794,Fully Paid
LC105522,26209,36,25.03,408.47,D,A5,Technician,7 years,MORTGAGE,59557,Source Verified,2021-08-31,debt_consolidation,NY,5.07,0,720,0,69.0,25,1,7534,48.5,32,46069.41,18176.81,10182.09,688.49,3,0,724,Fully Paid
LC105523,18876,60,7.98,1223.75,C,B1,Teacher,n/a,OTHER,61227,Verified,2019-12-31,credit_card,NC,44.29,1,765,0,,7,0,5163,75.2,52,27560.14,18295.68,7661.41,29.94,2,0,769,Fully Paid
LC105524,21619,60,18.49,1027.76,B,D2,Technician,7 years,MORTGAGE,117401,Source Verified,2021-07-31,debt_consolidation,NJ,7.05,0,790,0,54.0,6,0,15456,36.1,73,6328.73,34922.48,8558.44,151.96,2,0,794,Fully Paid
LC105525,2340,36,22.21,660.51,B,C2,Manager,n/a,RENT,49011,Verified,2022-03-31,debt_consolidation,FL,18.73,2,795,1,62.0,20,1,22051,91.2,54,47355.0,38600.86,7667.71,1526.31,7,0,799,Charged Off
LC105526,25919,60,22.76,1307.25,A,B5,Nurse,< 1 year,MORTGAGE,156668,Source Verified,2022-02-28,home_improvement,NY,10.57,0,720,1,10.0,3,0,38784,40.4,40,23706.22,21737.57,10787.11,1396.32,1,0,724,Fully Paid
